Title,Date,City,Location,Category,Source,Link
Leonetta Paint & Sip Night!,"Mon, Apr 13",New York,"Leonetta, New York",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/leonetta-paint-sip-night-tickets-1985546051690
Trivia Night!,"Mon, Apr 13",New York,"35-11 35th Ave, Queens",Other,Eventbrite,https://www.eventbrite.com/e/trivia-night-tickets-1986464834795
Cursor Boston Hack-a-Sprint,"Mon, Apr 13 · 8:00 PM",Boston,Boston,Other,Luma · Cursor Boston,https://lu.ma/uixo8hl6
Carnegie Mellon Guitar Ensemble,"Tue, Apr 14",Pittsburgh,"Kresge Theatre, College of Fine Arts, Pittsburgh",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/carnegie-mellon-guitar-ensemble-tickets-1693329798009
Succulent Planting Workshop,"Tue, Apr 14",Cambridge,"Craft Loft (Cambridge Store), Cambridge",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/succulent-planting-workshop-tickets-1985591085387
Boston Alt Cloud Meetup (April 2026),"Tue, Apr 14 · 9:30 PM",Boston,Boston,Other,Luma · Datum & Friends,https://lu.ma/or9xabm6
Boston Founder/Funder Meetup: Round 3,"Tue, Apr 14 · 9:30 PM",Cambridge,Cambridge,Other,Luma · Personal,https://lu.ma/kki13fm1
South Park Trivia,"Wed, Apr 15",Pittsburgh,"täkō tôrtä, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/south-park-trivia-tickets-1980018187700
Miller's Corner -  Pages Fiction Book Club,"Wed, Apr 15",New Jersey,"Read Mill Books, Clinton",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/millers-corner-pages-fiction-book-club-tickets-1980292579413
General Trivia Night,"Wed, Apr 15",New Jersey,"Kitchen and Beer Bar, Wanaque",Social & Dining,Eventbrite,https://www.eventbrite.com/e/general-trivia-night-tickets-1980920591815
Wine Wednesday Class @ Book Ends: Spotlight on Female Winemakers,"Wed, Apr 15",Boston,"Book Ends, Winchester",Social & Dining,Eventbrite,https://www.eventbrite.com/e/wine-wednesday-class-book-ends-spotlight-on-female-winemakers-tickets-1985213425797
"Wine, Cheese & The Pursuit Of Happiness @ Sanctuary","Wed, Apr 15",Cambridge,"Sanctuary Cultural Arts Center, Inc., Maynard",Social & Dining,Eventbrite,https://www.eventbrite.com/e/wine-cheese-the-pursuit-of-happiness-sanctuary-tickets-1984184952606
Celebrating 10 Years of MIT Sandbox,"Wed, Apr 15 · 5:15 PM",Cambridge,"Microsoft New England Research and Development Center, 1 Memorial Dr, Cambridge",Other,Luma · Personal,https://lu.ma/vcxll7xl
April Boston Marketing & Creative Meetup,"Wed, Apr 15 · 9:30 PM",Boston,"High Street Place Food Hall, 100 High St, Boston",Social & Dining,Luma · Boston Marketing & Creati,https://lu.ma/kbb1r55x
Dating in Pittsburgh - Paws and Pints at The Dog Penn,"Thu, Apr 16",Pittsburgh,"The Dog Penn, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/dating-in-pittsburgh-paws-and-pints-at-the-dog-penn-tickets-1985881718679
April Chapter Meeting,"Thu, Apr 16",Pittsburgh,"Rivers Club, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/april-chapter-meeting-tickets-1984835767210
Blind Wine Tasting with Wine Educator Jill Kummer,"Thu, Apr 16",Pittsburgh,"The Kitchen by Vangura, North Huntingdon",Social & Dining,Eventbrite,https://www.eventbrite.com/e/blind-wine-tasting-with-wine-educator-jill-kummer-tickets-1984513229491
Tales and Tankards - Premier History Book Club,"Thu, Apr 16",New Jersey,"Read Mill Books, Clinton",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/tales-and-tankards-premier-history-book-club-tickets-1980290216345
Comedy Night @ Just Jakes,"Thu, Apr 16",New Jersey,"Just Jake's, Montclair",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/comedy-night-just-jakes-tickets-1983163549562
Kumiko Panels,"Thu, Apr 16",Boston,"Makers Gallery Boston, Boston",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/kumiko-panels-tickets-1980750244301
Family Paint Party,"Thu, Apr 16",Cambridge,"Dave and Buster's (Woburn), Woburn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/family-paint-party-tickets-1936656083479
Gentle Yoga,"Thu, Apr 16",New York,"Held Space, Brooklyn",Wellness,Eventbrite,https://www.eventbrite.com/e/gentle-yoga-tickets-1984199832111
Handbuilding Pottery Unwind with Wine,"Thu, Apr 16",New York,"255 McKibbin, Brooklyn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/handbuilding-pottery-unwind-with-wine-tickets-1985543588322
Thrills & Chills - MEDIEVAL - Sinfully Dark Burlesque & Variety Show,"Thu, Apr 16 · 9:00 PM",New Jersey,"Qxts Night Club, New Jersey",Music & Entertainment,Resident Advisor,https://ra.co/events/2408725
"Baby J, Belters Only","Fri, Apr 17",New York,"Elsewhere, Brooklyn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/baby-j-belters-only-tickets-1983454922065
McCormick & Schmick's + Caymus Vineyards Wine Dinner - Pittsburgh,"Fri, Apr 17",Pittsburgh,"McCormick & Schmick's Seafood & Steaks, Pittsburgh",Social & Dining,Eventbrite,https://www.eventbrite.com/e/mccormick-schmicks-caymus-vineyards-wine-dinner-pittsburgh-tickets-1978461539724
ADULT NIGHT - APRIL 2026,"Fri, Apr 17",Pittsburgh,"Kolor-N-Kiln, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/adult-night-april-2026-tickets-1985521277590
Line Dancing with Ann!,"Fri, Apr 17",Pittsburgh,"Emphico, Coraopolis",Other,Eventbrite,https://www.eventbrite.com/e/line-dancing-with-ann-tickets-1985957324819
ACP BYOB: Wheel Ceramics,"Fri, Apr 17",New Jersey,"Arts Council of Princeton, Princeton",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/acp-byob-wheel-ceramics-tickets-1976921791295
Craft and Cake workshop,"Fri, Apr 17",New Jersey,"Cakes by Iz, Pompton Lakes",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/craft-and-cake-workshop-tickets-1985603801421
Spring is in the Air! Cheese tasting and wine samples for warmer weather!,"Fri, Apr 17",Cambridge,"184 Water St, Wakefield",Social & Dining,Eventbrite,https://www.eventbrite.com/e/spring-is-in-the-air-cheese-tasting-and-wine-samples-for-warmer-weather-tickets-1979634595365
EconLOL: An Economics-Themed Comedy Show,"Fri, Apr 17",New York,"Caveat, New York",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/econlol-an-economics-themed-comedy-show-tickets-1980880819856
Project Dance New York City 2026,"Fri, Apr 17",New York,"TIMES SQUARE PLAZA, New York",Other,Eventbrite,https://www.eventbrite.com/e/project-dance-new-york-city-2026-tickets-1753523519049
Mind of a Serial Killer: The Experience in New York,"Fri, Apr 17 · 10:00 AM",New York,"526 6th Avenue, New York",Other,Fever,https://feverup.com/m/587584
Dining in the Dark: A Unique Blindfolded Dining Experience at Rivers Club Pittsburgh,"Fri, Apr 17 · 7:00 PM",Pittsburgh,"Rivers Club, Pittsburgh",Social & Dining,Fever,https://feverup.com/m/310191
Longturn presents: Weska,"Fri, Apr 17 · 9:00 PM",Pittsburgh,"SideQuest on 44th, Pittsburgh",Other,Resident Advisor,https://ra.co/events/2408676
"GOOD MUSIC FRIDAYS W/ MATT MORRO, Jacky Bruno, & B-NICE","Fri, Apr 17 · 10:00 PM",New Jersey,"Porta, New Jersey",Outdoor & Fitness,Resident Advisor,https://ra.co/events/2399605
Siesta Fiesta,"Fri, Apr 17 · 10:00 PM",Pittsburgh,"Spirit, Pittsburgh",Other,Resident Advisor,https://ra.co/events/2395685
Asim Azhar,"Sat, Apr 18",Cambridge,"Middle East - Downstairs, Cambridge",Other,Allevents,https://allevents.in/cambridge/asim-azhar/2300029332565801
Taylor Swift Eras Drag Brunch - Cambridge,"Sat, Apr 18",Cambridge,"Summer Shack (Cambridge, MA), Cambridge",Outdoor & Fitness,Allevents,https://allevents.in/cambridge/taylor-swift-eras-drag-brunch-cambridge/200029844326717
Stitch Easter Egg Hunt-Skate Event,"Sat, Apr 18",New Jersey,"7th Ave at Clifton Ave, Newark, NJ, United States, New Jersey 07104, Newark",Other,Allevents,https://allevents.in/newark/stitch-easter-egg-hunt-skate-event/200029735073749
CARLOS,"Sat, Apr 18",Boston,"Royale, Boston",Other,Eventbrite,https://www.eventbrite.com/e/carlos-tickets-1967265750818
"I LOVE R&B PARTY - Boston, MA","Sat, Apr 18",Cambridge,"The Middle East, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/i-love-rb-party-boston-ma-tickets-1982314203144
"Resin Tray Workshop at The Muse ArtHouse, Closter","Sat, Apr 18",New Jersey,"84 Herbert Ave, Closter",Other,Eventbrite,https://www.eventbrite.com/e/resin-tray-workshop-at-the-muse-arthouse-closter-tickets-1981239694259
Solemate Run Club: Seaport,"Sat, Apr 18",Boston,"Beyond Yoga, Boston",Wellness,Eventbrite,https://www.eventbrite.com/e/solemate-run-club-seaport-tickets-1985765247310
Spring Equinox Yoga: Weekly Hatha & Vinyasa Classes,"Sat, Apr 18",Cambridge,"The Foundry (Room: The Dance Studio - 2nd Floor), Cambridge",Wellness,Eventbrite,https://www.eventbrite.com/e/spring-equinox-yoga-weekly-hatha-vinyasa-classes-tickets-1983513559451
Candle Making Workshop,"Sat, Apr 18",New York,"The Glow Lab, Brooklyn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/candle-making-workshop-tickets-1985403569522
Medieval Magick Faire,"Sat, Apr 18 · 12:00 PM",Pittsburgh,"1 Racquet Ln, Monroeville",Other,Yelp Events,https://www.yelp.com/events/monroeville-medieval-magick-faire
CLOACA,"Sat, Apr 18 · 10:00 PM",Pittsburgh,"TBA - emailed to ticket holders day of, Pittsburgh",Other,Resident Advisor,https://ra.co/events/2373729
The Grown Folks Bunny Games &amp; Egg Hunt,"Sun, Apr 19",Pittsburgh,"Homewood-Brushton Branch YMCA, Pittsburgh",Other,Allevents,https://allevents.in/pittsburgh/the-grown-folks-bunny-games-and-egg-hunt/100001986224417701
Yoga Budz Extra Special,"Sun, Apr 19",Pittsburgh,"Steel Goat Marketplace, Pittsburgh",Wellness,Eventbrite,https://www.eventbrite.com/e/yoga-budz-extra-special-tickets-1983318612359
Ritual Running Club: Ritual  Run/Walk,"Sun, Apr 19",New Jersey,"Cramer Hill Waterfront Park, Camden",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/ritual-running-club-ritual-runwalk-tickets-1978021923821
New Moon Restorative Yoga with Live Sound,"Sun, Apr 19",New Jersey,"Thyme Travelers Conservatory, Mount Laurel Township",Wellness,Eventbrite,https://www.eventbrite.com/e/new-moon-restorative-yoga-with-live-sound-tickets-1982591531641
REGGAETON DANCE CLASS,"Sun, Apr 19",New Jersey,"604 Valley Rd, Montclair",Other,Eventbrite,https://www.eventbrite.com/e/reggaeton-dance-class-tickets-1985820236785
420 Paint Night @ Castle Island South Boston,"Sun, Apr 19",Boston,"Castle Island Brewing - South Boston, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/420-paint-night-castle-island-south-boston-tickets-1984155559691
Yoga Wid Panda : R&B Yoga Pop Up,"Sun, Apr 19",Boston,"Codman Square Chiropractic and Rehabilitation, Boston",Wellness,Eventbrite,https://www.eventbrite.com/e/yoga-wid-panda-rb-yoga-pop-up-tickets-1986029526777
Newark Career Fair,"Mon, Apr 20",New Jersey,"Hilton, Newark",Other,Eventbrite,https://www.eventbrite.com/e/newark-career-fair-tickets-833923195727
Spring Candle Making,"Mon, Apr 20",Pittsburgh,"Tavern Pizza, Bellevue",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/spring-candle-making-tickets-1983717162433
Bud & Brushes Puff & Paint Night,"Mon, Apr 20",New Jersey,"The Drip Paint & Sip Studio, Monticello Avenue, Jersey City, NJ, USA, Jersey City",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/bud-brushes-puff-paint-night-tickets-1984086813068
Books & Brews Trivia Night: A Camp Foreword Mixer,"Tue, Apr 21",Pittsburgh,"Acclamation Brewing, Verona",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/books-brews-trivia-night-a-camp-foreword-mixer-tickets-1985679998328
Read it & Scream - Premier Horror Book Club,"Tue, Apr 21",New Jersey,"Read Mill Books, Clinton",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/read-it-scream-premier-horror-book-club-tickets-1980289361789
Pallet Comedy,"Tue, Apr 21",New Jersey,"Pallet Brewing Company, Maplewood",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/pallet-comedy-tickets-1982445954215
Painting With Purpose: DRAFT WEEK PAINT NIGHT,"Wed, Apr 22",Pittsburgh,"3206 Maryland Ave, North Versailles Township",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/painting-with-purpose-draft-week-paint-night-tickets-1985285117228
Paint Nite Brand Creative Events,"Wed, Apr 22",Pittsburgh,"Industry Public House - Lawrenceville, PITTSBURGH",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/paint-nite-brand-creative-events-tickets-1970800826324
BOOK CLUB: Reading Up (Monthly Meeting),"Wed, Apr 22",Pittsburgh,"31 E Main St, Carnegie",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/book-club-reading-up-monthly-meeting-tickets-1985216349542
Woodworking 101 with David Bielewicz,"Wed, Apr 22",Pittsburgh,"Contemporary Craft - Timmons Studios, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/woodworking-101-with-david-bielewicz-registration-1980561639178
The Empire Strips Back: A Burlesque Parody,"Wed, Apr 22 · 7:30 PM",Boston,"The Main Stage at Huntington Theatre, Boston",Culture & Learning,Fever,https://feverup.com/m/577707
Hasan Minhaj and Ronny Chieng at New Jersey Performing Arts Center - Prudential Hall,"Thu, Apr 23",New Jersey,"New Jersey Performing Arts Center - Prudential Hall, Newark",Other,Allevents,https://allevents.in/newark/hasan-minhaj-and-ronny-chieng-at-new-jersey-performing-arts-center-prudential-hall/2400029767381544
The Art & Color Of Wine @ The Diana Stelin Gallery,"Thu, Apr 23",Boston,"Diana Stelin Gallery, Brookline",Social & Dining,Eventbrite,https://www.eventbrite.com/e/the-art-color-of-wine-the-diana-stelin-gallery-tickets-1982588829559
Iron Horse Party 2026,"Fri, Apr 24",New York,"Tribeca Rooftop + 360°, New York",Other,Eventbrite,https://www.eventbrite.com/e/iron-horse-party-2026-tickets-1982848138158
Sports in Cambridge,"Fri, Apr 24",Cambridge,"The Middle East Restaurant and Nightclub, Cambridge",Social & Dining,Allevents,https://allevents.in/cambridge/sports-in-cambridge/3300029311565138
ON MY BULLS#IT 2026,"Fri, Apr 24",Boston,"Sorrel and Lime, Boston",Other,Eventbrite,https://www.eventbrite.com/e/on-my-bullsit-2026-tickets-1984134836708
Brave the Caves: Cheese Cave Tour - $75,"Fri, Apr 24",Cambridge,"Formaggio Kitchen - Cambridge, Cambridge",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/brave-the-caves-cheese-cave-tour-75-tickets-1626882903559
Chipped Ham Comedy presents Gwen Sunkel & More!,"Fri, Apr 24",Pittsburgh,"Helltown Brewing - Strip District, Pittsburgh",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/chipped-ham-comedy-presents-gwen-sunkel-more-tickets-1982705237739
Candlelight: Tribute to Queen and The Beatles,"Fri, Apr 24 · 8:30 PM",Boston,"The Sanctuary -  Old South Church in Boston, Boston",Arts & Crafts,Fever,https://feverup.com/m/369085
"GOOD MUSIC FRIDAYS WITH DJJB, HICKS, & TONE SETTA","Fri, Apr 24 · 10:00 PM",New Jersey,"Porta, New Jersey",Music & Entertainment,Resident Advisor,https://ra.co/events/2402877
Castle Point Anime Convention 2026,"Sat, Apr 25",New Jersey,"Meadowlands Exposition Center, Secaucus",Other,Eventbrite,https://www.eventbrite.com/e/castle-point-anime-convention-2026-tickets-1791157382949
SATURDAY APRIL 25: COMEDY KEGGER WITH MATT LIGHT,"Sat, Apr 25",Pittsburgh,"The Comedy Bar @ Remo's, Pittsburgh",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/saturday-april-25-comedy-kegger-with-matt-light-tickets-1984159482424
Coffee Lovers Run 5K/10K/13.1 NEW JERSEY,"Sat, Apr 25",New Jersey,"Wiggins Waterfront Park (Course Map will be emailed), Camden",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/coffee-lovers-run-5k10k131-new-jersey-tickets-1670748115589
Coffee Lovers Run 5K/10K/13.1 PHILADELPHIA,"Sat, Apr 25",New Jersey,"Wiggins Waterfront Park (Course Map will be emailed), Camden",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/coffee-lovers-run-5k10k131-philadelphia-tickets-1672559042119
Yoga with Goats 2026,"Sat, Apr 25",New Jersey,"OASIS tlc, Red Bank",Wellness,Eventbrite,https://www.eventbrite.com/e/yoga-with-goats-2026-tickets-1984485787411
Julie Nolan Comedy,"Sat, Apr 25",Boston,"Knights of Columbus, Melrose",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/julie-nolan-comedy-tickets-1979570257930
Comedy Night w/ Daniela Mora @ Elephant & Castle,"Sat, Apr 25",Boston,"Elephant & Castle, Boston",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/comedy-night-w-daniela-mora-elephant-castle-tickets-1978838992696
Ceramic Mug Making Pottery Workshop,"Sat, Apr 25",Boston,"Travelmug Cafe, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/ceramic-mug-making-pottery-workshop-tickets-1983307136033
Paint Night with Brockton Arts Inc,"Sat, Apr 25",Cambridge,"50 Centre St, Brockton",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/paint-night-with-brockton-arts-inc-tickets-1986050269820
Mediterranean Cheese & Wine Tasting,"Sat, Apr 25",New York,"Murray's Cheese Shop, New York",Social & Dining,Eventbrite,https://www.eventbrite.com/e/mediterranean-cheese-wine-tasting-tickets-1979783035353
2026 Draft Weekend Market at The Terminal,"Sat, Apr 25 · 11:00 AM",Pittsburgh,"2101 Smallman St, Pittsburgh",Social & Dining,Yelp Events,https://www.yelp.com/events/pittsburgh-2026-draft-weekend-market-at-the-terminal
Watson Adventures' Conquer Cambridge Scavenger Hunt,"Sat, Apr 25 · 2:00 PM",Cambridge,"18 Brattle St, Cambridge",Other,Yelp Events,https://www.yelp.com/events/cambridge-watson-adventures-conquer-cambridge-scavenger-hunt-3
"Color Cruise Fest -Late Holi Cruise Party | from Liberty Landing Marina, NJ","Sun, Apr 26",New Jersey,"Liberty Landing Marina, Jersey City",Other,Allevents,https://allevents.in/jersey-city/color-cruise-fest-late-holi-cruise-party-|-from-liberty-landing-marina-nj/100001986105513054
SomerCon: A Mini TTRPG Convention,"Sun, Apr 26",Boston,"Arts at the Armory, Somerville",Other,Eventbrite,https://www.eventbrite.com/e/somercon-a-mini-ttrpg-convention-tickets-1976656557975
REGGAE & SOCA BRUNCH + DAY PARTY,"Sun, Apr 26",New Jersey,"The Lobby NJ, Elizabeth",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/reggae-soca-brunch-day-party-tickets-1985646833130
HEELS DANCE CLASS,"Sun, Apr 26",New Jersey,"604 Valley Rd, Montclair",Other,Eventbrite,https://www.eventbrite.com/e/heels-dance-class-tickets-1983111150836
Park-9 Puppy Yoga with Sweet Paws Rescue,"Sun, Apr 26",Boston,"Park-9 Dog Bar, Waters Avenue, Everett, MA, USA, Everett",Wellness,Eventbrite,https://www.eventbrite.com/e/park-9-puppy-yoga-with-sweet-paws-rescue-tickets-1980549700469
Paint and Plant Workshop,"Sun, Apr 26",Cambridge,"Craft Loft (Cambridge Store), Cambridge",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/paint-and-plant-workshop-tickets-1984147976008
Ferraro Foods 2026 Mid-Atlantic Food Show | Cucina Rustica Then & Now,"Mon, Apr 27",New Jersey,"Harrah's Resort Atlantic City, Atlantic City",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/ferraro-foods-2026-mid-atlantic-food-show-cucina-rustica-then-now-tickets-1982460611054
Not Your Bubbe Book Club Discussion of Songs for the Broken Hearted,"Mon, Apr 27",Boston,"The Boston Synagogue, Boston",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/not-your-bubbe-book-club-discussion-of-songs-for-the-broken-hearted-tickets-1983617743067
The Eric and Wendy Schmidt Center Symposium: Biomedical Science and AI,"Tue, Apr 28",Cambridge,"Broad Institute, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/the-eric-and-wendy-schmidt-center-symposium-biomedical-science-and-ai-tickets-1980720990803
Plant Nite: Make a Succulent Terrarium,"Tue, Apr 28",Pittsburgh,"East End Brewing Company, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/plant-nite-make-a-succulent-terrarium-tickets-1770568671559
"Bell, Book & Candle - Premier Witchy Book Club","Tue, Apr 28",New Jersey,"Read Mill Books, Clinton",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/bell-book-candle-premier-witchy-book-club-tickets-1980292332675
Creative Era: Pop Star Night,"Wed, Apr 29",New York,"Color Me Mine, New York",Other,Eventbrite,https://www.eventbrite.com/e/creative-era-pop-star-night-tickets-1984933815475
Networking @ Bonesaw IV,"Thu, Apr 30",New Jersey,"Bonesaw Brewing Co., Glassboro",Other,Eventbrite,https://www.eventbrite.com/e/networking-bonesaw-iv-tickets-1985714564717
BOOK CLUB: Yinz Should Read This (Monthly Meeting),"Thu, Apr 30",Pittsburgh,"31 E Main St, Carnegie",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/book-club-yinz-should-read-this-monthly-meeting-tickets-1985651388756
"Ladies Night Paint, Sip & Karaoke","Thu, Apr 30",New Jersey,"South Valley BBQ and Lounge, West Orange",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/ladies-night-paint-sip-karaoke-tickets-1985835997927
After Work Edit Pottery & Petals Networking Event,"Thu, Apr 30",New Jersey,"Glazed Over Studio - Walk in Art Studio, Ocean City",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/after-work-edit-pottery-petals-networking-event-tickets-1986038693194
Yelp in Bloom Ticket Giveaway: Win a pair of 2 tickets to WNDR Museum!,"Thu, Apr 30 · 5:00 PM",Boston,"500 Washington St, Boston",Culture & Learning,Yelp Events,https://www.yelp.com/events/boston-yelp-in-bloom-ticket-giveaway-win-a-pair-of-2-tickets-to-wndr-museum
AI Boston Tech Meetup 2026,"Thu, Apr 30 · 6:00 PM",Boston,"Elephant & Castle, Boston",Other,Meetup · AI Boston Meetup & Tech,https://www.meetup.com/boston-startup-and-tech-mixer/events/310409615/
The Joy of Sake New York 2026,"Thu, Apr 30 · 6:30 PM",New York,"125 W 18th St, New York",Other,Yelp Events,https://www.yelp.com/events/new-york-the-joy-of-sake-new-york-2026
Edgar Allan Poe Speakeasy: Chapter Two - Pittsburgh,"Thu, Apr 30 · 8:00 PM",Pittsburgh,"Kelly Strayhorn Theater, Pittsburgh",Culture & Learning,Fever,https://feverup.com/m/598221
The Hold Steady in Cambridge,"Fri, May 1",Cambridge,"The Sinclair, Cambridge",Other,Allevents,https://allevents.in/cambridge/the-hold-steady-in-cambridge/3300029651482437
"Pottery Barn Kids (Pittsbugh,PA) Hosting Silhouettes by Chris","Fri, May 1",Pittsburgh,"Pottery Barn Kids, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/pottery-barn-kids-pittsbughpa-hosting-silhouettes-by-chris-tickets-1985392086175
Henna & Paint Night,"Fri, May 1",New Jersey,"JAS Studios, Rahway",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/henna-paint-night-tickets-1986126987284
Springtime Cheese & Wine Tasting,"Fri, May 1",New York,"Murray's Cheese Shop, New York",Social & Dining,Eventbrite,https://www.eventbrite.com/e/springtime-cheese-wine-tasting-tickets-1979789108518
Tunes at The Strip District Terminal,"Fri, May 1 · 5:00 PM",Pittsburgh,"2101 Smallman St, Pittsburgh",Other,Yelp Events,https://www.yelp.com/events/pittsburgh-tunes-at-the-strip-district-terminal-2
Speak,"Fri, May 1 · 7:30 PM",Pittsburgh,"6 Allegheny Sq E, Pittsburgh",Other,Yelp Events,https://www.yelp.com/events/pittsburgh-speak
The Boy Band Project at Crossroads,"Sat, May 2",New Jersey,"Crossroads, Garwood",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/the-boy-band-project-at-crossroads-tickets-1982556635265
Founders Run 5K - UMass Boston Entrepreneurship Club,"Sat, May 2",Boston,"UMass Boston, Boston",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/founders-run-5k-umass-boston-entrepreneurship-club-tickets-1774907729799
Italiani Veri: A musical and comedic journey through Italy with Arianna,"Sat, May 2 · 6:00 PM",Boston,"Regent Theatre, Boston",Music & Entertainment,Fever,https://feverup.com/m/609816
IRONBOUND A stone-walled refuge for Dungeon Synth & Dark Fantasy,"Sun, May 3 · 2:00 PM",New Jersey,"Qxts Night Club, New Jersey",Other,Resident Advisor,https://ra.co/events/2408706
Yelp Community Experience at Salt & Straw (Spring Edition),"Mon, May 4 · 11:00 AM",Boston,"400 Artisan DrSte 1000, Salem",Other,Yelp Events,https://www.yelp.com/events/salem-yelp-community-experience-at-salt-and-straw-spring-edition
Community Event: 7th Street Burger,"Mon, May 4 · 11:00 AM",New York,New York,Other,Yelp Events,https://www.yelp.com/events/new-york-community-event-7th-street-burger
Give Voice Concert,"Mon, May 4 · 7:30 PM",Pittsburgh,"6 Allegheny Sq E, Pittsburgh",Music & Entertainment,Yelp Events,https://www.yelp.com/events/pittsburgh-give-voice-concert
Jersey City Cinco De Mayo Bar Crawl,"Tue, May 5",New Jersey,"The Grove Station, Jersey City",Other,Allevents,https://allevents.in/jersey-city/jersey-city-cinco-de-mayo-bar-crawl/100001356239832849
Mother’s Day Floral Design With Soren Soto of Galleria Botanica,"Thu, May 7",Pittsburgh,"Contemporary Craft - Timmons Studios, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/mothers-day-floral-design-with-soren-soto-of-galleria-botanica-registration-1983694080394
May Cover Every Genre Book Club: 'The Art Thief' - by Michael Finkel,"Thu, May 7",Boston,"Hummingbird Books, Newton",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/may-cover-every-genre-book-club-the-art-thief-by-michael-finkel-tickets-1980682462564
Cirque du Soleil 2026: LUZIA in Oaks,"Thu, May 7 · 8:00 PM",New Jersey,"Greater Philadelphia Expo Center, Philadelphia",Other,Fever,https://feverup.com/m/482659
Solar Return for Change,"Fri, May 8",Cambridge,"Kresge Auditorium, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/solar-return-for-change-tickets-1761102136899
Hideout Comedy Presents Mike Rainey!,"Fri, May 8",Boston,"The White Bull Tavern Comedy Club Boston, Boston",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/hideout-comedy-presents-mike-rainey-tickets-1968249188306
MALIE DONN LIVE IN NYC,"Sat, May 9",New York,"299 Sands St, Brooklyn",Other,Eventbrite,https://www.eventbrite.com/e/malie-donn-live-in-nyc-tickets-1983269884613
Bare Belly Laughs: Comedy With Nothing to Hide,"Sat, May 9",Pittsburgh,"The Glitterbox Theater, Homestead",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/bare-belly-laughs-comedy-with-nothing-to-hide-tickets-1980928949814
5k Beer Run x Aslin Beer Co. | 2026 PA Brewery Running Series,"Sat, May 9",Pittsburgh,"Aslin Beer Co., Pittsburgh",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/5k-beer-run-x-aslin-beer-co-2026-pa-brewery-running-series-tickets-1978758612276
