Title,Date,City,Location,Category,Source,Link
Lucha Libre Brunch ‍· Wrestling Show,"Sun, Apr 12","Hoboken, NJ","El Nacho’s Cantina Mexican Restaurant and Bar, Elizabeth",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/lucha-libre-brunch-wrestling-show-tickets-1984259337092
The Tipsy Gnome Paint & Sip- Fushimi NYC,"Sun, Apr 12","New York City, NY","Fushimi Times Square, New York",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/the-tipsy-gnome-paint-sip-fushimi-nyc-tickets-1967659691104
Arts and Crafts: DIY Clay Mirror Frame Workshop,"Sun, Apr 12","New York City, NY","134 W 29th St fl 2, New York",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/arts-and-crafts-diy-clay-mirror-frame-workshop-tickets-1985776115818
"Yelp Event: Foraging as a New Hobby - Yelp In Bloom with ""Wildman"" Steve Brill","Sun, Apr 12 · 9:30 AM","New York City, NY","1 Columbus Ave, Tuckahoe",Outdoor & Fitness,Yelp Events,https://www.yelp.com/events/tuckahoe-yelp-event-foraging-as-a-new-hobby-yelp-in-bloom-with-wildman-steve-brill
Sunday Mourning: Goth Brunch & Dark Dance Party || Chloe D'Cay Birthday Party,"Sun, Apr 12 · 2:00 PM","Jersey City, NJ","Qxts Night Club, New Jersey",Outdoor & Fitness,Resident Advisor,https://ra.co/events/2407562
Boston Talks,"Sun, Apr 12 · 3:00 PM","Cambridge, MA","MIT Wong Auditorium, Tang Center, 2 Amherst St",Culture & Learning,Luma · Personal,https://lu.ma/iazcmaj4
Flucht und Migration in Deutschland - aktuelle Entwicklung,"Mon, Apr 13","Hoboken, NJ","Hoboken, NJ",Other,Eventbrite,https://www.eventbrite.de/e/flucht-und-migration-in-deutschland-aktuelle-entwicklung-tickets-1978097914110
2026 Yom HaShoah Commemoration,"Mon, Apr 13","Pittsburgh, PA","Rodef Shalom Congregation, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/2026-yom-hashoah-commemoration-registration-1983897619184
SGA's Fireside Chat With The Chancellor,"Mon, Apr 13","Newark, NJ","Robeson Campus Center - Bergen Room, Newark",Other,Eventbrite,https://www.eventbrite.com/e/sgas-fireside-chat-with-the-chancellor-tickets-1984938228675
Goats and Giggles,"Mon, Apr 13","Cambridge, MA","Chip-In Farm, Bedford",Other,Eventbrite,https://www.eventbrite.com/e/goats-and-giggles-tickets-1982908378338
BESTIES BOOK CLUB (Meets every second Monday),"Mon, Apr 13","Pittsburgh, PA","31 E Main St, Carnegie",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/besties-book-club-meets-every-second-monday-tickets-1984087362712
Restorative Yoga Class,"Mon, Apr 13","Pittsburgh, PA","Emphico, Coraopolis",Wellness,Eventbrite,https://www.eventbrite.com/e/restorative-yoga-class-tickets-1984482313019
Leonetta Paint & Sip Night!,"Mon, Apr 13","New York City, NY","Leonetta, New York",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/leonetta-paint-sip-night-tickets-1985546051690
Trivia Night!,"Mon, Apr 13","New York City, NY","35-11 35th Ave, Queens",Other,Eventbrite,https://www.eventbrite.com/e/trivia-night-tickets-1986464834795
After5Society - From Michelin Stars to Fried Chicken: A Chef's Journey,"Mon, Apr 13","New York City, NY","West Village, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/after5society-from-michelin-stars-to-fried-chicken-a-chefs-journey-tickets-1985245496722
Cursor Boston Hack-a-Sprint,"Mon, Apr 13 · 8:00 PM","Boston, MA",Boston,Other,Luma · Cursor Boston,https://lu.ma/uixo8hl6
Carnegie Mellon Guitar Ensemble,"Tue, Apr 14","Pittsburgh, PA","Kresge Theatre, College of Fine Arts, Pittsburgh",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/carnegie-mellon-guitar-ensemble-tickets-1693329798009
Paint Nite Brand Creative Events,"Tue, Apr 14","Boston, MA","Faces Brewing, Malden",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/paint-nite-brand-creative-events-tickets-1982586872706
French Culinary Atelier with Chef Cécile Penot Dietrich,"Tue, Apr 14","Boston, MA","French Library / Alliance Française of Boston & Cambridge, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/french-culinary-atelier-with-chef-cecile-penot-dietrich-tickets-1984782729573
BINGO. BREWS. DRAG. AT ASLIN BEER CO - APR,"Tue, Apr 14","Pittsburgh, PA","Aslin Beer Company, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/bingo-brews-drag-at-aslin-beer-co-apr-tickets-1982592950886
Succulent Planting Workshop,"Tue, Apr 14","Cambridge, MA","Craft Loft (Cambridge Store), Cambridge",Wellness,Eventbrite,https://www.eventbrite.com/e/succulent-planting-workshop-tickets-1985591085387
General Trivia Night,"Tue, Apr 14","Hoboken, NJ","Cowan's Public, Nutley",Other,Eventbrite,https://www.eventbrite.com/e/general-trivia-night-tickets-1981466598937
Heitz Cellar Wine Dinner,"Tue, Apr 14","New York City, NY","Beefbar New York, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/heitz-cellar-wine-dinner-tickets-1986011291234
Boston Alt Cloud Meetup (April 2026),"Tue, Apr 14 · 9:30 PM","Boston, MA",Boston,Social,Luma · Datum & Friends,https://lu.ma/or9xabm6
Boston Founder/Funder Meetup: Round 3,"Tue, Apr 14 · 9:30 PM","Cambridge, MA",Cambridge,Social,Luma · Personal,https://lu.ma/kki13fm1
"Wine, Cheese & The Pursuit Of Happiness @ Sanctuary","Wed, Apr 15","Cambridge, MA","Sanctuary Cultural Arts Center, Inc., Maynard",Food & Drink,Eventbrite,https://www.eventbrite.com/e/wine-cheese-the-pursuit-of-happiness-sanctuary-tickets-1984184952606
South Park Trivia,"Wed, Apr 15","Pittsburgh, PA","täkō tôrtä, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/south-park-trivia-tickets-1980018187700
Explore Latin Cuisine - Cooking Class in Pittsburgh | Cozymeal™,"Wed, Apr 15","Pittsburgh, PA","Location provided after booking, Carnegie",Food & Drink,Eventbrite,https://www.eventbrite.com/e/explore-latin-cuisine-cooking-class-in-pittsburgh-cozymealtm-tickets-1980685862734
Tantalizing Authentic Thai - Cooking Class in Pittsburgh | Cozymeal™,"Wed, Apr 15","Pittsburgh, PA","Location provided after booking, Carnegie",Food & Drink,Eventbrite,https://www.eventbrite.com/e/tantalizing-authentic-thai-cooking-class-in-pittsburgh-cozymealtm-tickets-1980687368237
Mediterranean Favorites - Cooking Class in Pittsburgh | Cozymeal™,"Wed, Apr 15","Pittsburgh, PA","Location provided after booking, Carnegie",Food & Drink,Eventbrite,https://www.eventbrite.com/e/mediterranean-favorites-cooking-class-in-pittsburgh-cozymealtm-tickets-1980685861731
Chinese Takeout - Cooking Class in Pittsburgh | Cozymeal™,"Wed, Apr 15","Pittsburgh, PA","Location provided after booking, Carnegie",Food & Drink,Eventbrite,https://www.eventbrite.com/e/chinese-takeout-cooking-class-in-pittsburgh-cozymealtm-tickets-1980685497642
Wine Wednesday Class @ Book Ends: Spotlight on Female Winemakers,"Wed, Apr 15","Boston, MA","Book Ends, Winchester",Food & Drink,Eventbrite,https://www.eventbrite.com/e/wine-wednesday-class-book-ends-spotlight-on-female-winemakers-tickets-1985213425797
"2026 Bell Works FRESH Wednesday Farmers & Makers Market — April 15, 2026","Wed, Apr 15","Hoboken, NJ","2026 Bell Works FRESH Wednesday Farmers & Makers Market, Holmdel",Food & Drink,Eventbrite,https://www.eventbrite.com/e/2026-bell-works-fresh-wednesday-farmers-makers-market-april-15-2026-tickets-1983329761707
Single Awareness Dinner Monthly: Newark | Foodies + New Friends,"Wed, Apr 15","Newark, NJ","Restaurant of the Week, Newark",Food & Drink,Eventbrite,https://www.eventbrite.com/e/single-awareness-dinner-monthly-newark-foodies-new-friends-tickets-1982978367678
Celebrating 10 Years of MIT Sandbox,"Wed, Apr 15 · 5:15 PM","Cambridge, MA","Microsoft New England Research and Development Center, 1 Memorial Dr, Cambridge",Other,Luma · Personal,https://lu.ma/vcxll7xl
April Boston Marketing & Creative Meetup,"Wed, Apr 15 · 9:30 PM","Boston, MA","High Street Place Food Hall, 100 High St, Boston",Food & Drink,Luma · Boston Marketing & Creati,https://lu.ma/kbb1r55x
Pre-Earth Week Happy Hour! Raffling off 6 Pattie Gonia Tickets for Make Polluters Pay MA and BAGLY,"Wed, Apr 15 · 10:00 PM","Cambridge, MA","Lamplighter Brewing Co. - Broadway, 284 Broadway, Cambridge",Social,Luma · Personal,https://lu.ma/gqn3viqo
Dating in Pittsburgh - Paws and Pints at The Dog Penn,"Thu, Apr 16","Pittsburgh, PA","The Dog Penn, Pittsburgh",Social,Eventbrite,https://www.eventbrite.com/e/dating-in-pittsburgh-paws-and-pints-at-the-dog-penn-tickets-1985881718679
April Chapter Meeting,"Thu, Apr 16","Pittsburgh, PA","Rivers Club, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/april-chapter-meeting-tickets-1984835767210
Family Paint Party,"Thu, Apr 16","Cambridge, MA","Dave and Buster's (Woburn), Woburn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/family-paint-party-tickets-1936656083479
"Custards, Crèmes and Crêpes - Cooking Class in Boston | Cozymeal™","Thu, Apr 16","Boston, MA","Location provided after booking, Brighton",Food & Drink,Eventbrite,https://www.eventbrite.com/e/custards-cremes-and-crepes-cooking-class-in-boston-cozymealtm-tickets-1983982650515
Chocolate Tutorial - Cooking Class in Boston | Cozymeal™,"Thu, Apr 16","Boston, MA","Location provided after booking, Brighton",Food & Drink,Eventbrite,https://www.eventbrite.com/e/chocolate-tutorial-cooking-class-in-boston-cozymealtm-tickets-1983982515110
Martini Magic,"Thu, Apr 16","Boston, MA","9 Via Toscana, Salem",Food & Drink,Eventbrite,https://www.eventbrite.com/e/martini-magic-tickets-1985771852065
Blind Wine Tasting with Wine Educator Jill Kummer,"Thu, Apr 16","Pittsburgh, PA","The Kitchen by Vangura, North Huntingdon",Food & Drink,Eventbrite,https://www.eventbrite.com/e/blind-wine-tasting-with-wine-educator-jill-kummer-tickets-1984513229491
Beyond the Classic: Martini Variations,"Thu, Apr 16","Pittsburgh, PA","The Pennsylvania Market, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/beyond-the-classic-martini-variations-tickets-1985593410341
From Garden to Glass: The Crafting of Botanical Cocktail Mixers,"Thu, Apr 16","Pittsburgh, PA","Edgeworth Club, Sewickley",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/from-garden-to-glass-the-crafting-of-botanical-cocktail-mixers-tickets-1981162348917
Kumiko Panels,"Thu, Apr 16","Boston, MA","Makers Gallery Boston, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/kumiko-panels-tickets-1980750244301
3rd Annual Comedy with Pride,"Thu, Apr 16","New York City, NY","Comedy In Harlem, New York",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/3rd-annual-comedy-with-pride-tickets-1980745049764
Gentle Yoga,"Thu, Apr 16","New York City, NY","Held Space, Brooklyn",Wellness,Eventbrite,https://www.eventbrite.com/e/gentle-yoga-tickets-1984199832111
Handbuilding Pottery Unwind with Wine,"Thu, Apr 16","New York City, NY","255 McKibbin, Brooklyn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/handbuilding-pottery-unwind-with-wine-tickets-1985543588322
Simple Techniques for Cooking Specialty Mushrooms,"Thu, Apr 16","New York City, NY","Brooklyn Roots Collective, Brooklyn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/simple-techniques-for-cooking-specialty-mushrooms-tickets-1981749944431
Wine Dinner: Santa Margherita Estates,"Thu, Apr 16","Newark, NJ","Eataly Short Hills, Millburn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/wine-dinner-santa-margherita-estates-tickets-1984488865618
Thrills & Chills - MEDIEVAL - Sinfully Dark Burlesque & Variety Show,"Thu, Apr 16 · 9:00 PM","Jersey City, NJ","Qxts Night Club, New Jersey",Music & Entertainment,Resident Advisor,https://ra.co/events/2408725
NJ/NYC Traders Networking Meetup,"Fri, Apr 17","Jersey City, NJ","472 Jersey Ave, Jersey City",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/njnyc-traders-networking-meetup-tickets-1984501653868
SUICIDE COMMANDO - Last show ever in the USA (East Coast),"Fri, Apr 17","Newark, NJ","QXT's Nightclub, Newark",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/suicide-commando-last-show-ever-in-the-usa-east-coast-tickets-1979524308494
A  Night Of R&B at Consigliere,"Fri, Apr 17","Newark, NJ","Consigliere, Newark",Food & Drink,Eventbrite,https://www.eventbrite.com/e/a-night-of-rb-at-consigliere-tickets-1984340291228
"Baby J, Belters Only","Fri, Apr 17","New York City, NY","Elsewhere, Brooklyn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/baby-j-belters-only-tickets-1983454922065
Spring is in the Air! Cheese tasting and wine samples for warmer weather!,"Fri, Apr 17","Cambridge, MA","184 Water St, Wakefield",Food & Drink,Eventbrite,https://www.eventbrite.com/e/spring-is-in-the-air-cheese-tasting-and-wine-samples-for-warmer-weather-tickets-1979634595365
Haitian Cooking Class with Breez Gourmet! (Fried Red Snapper ),"Fri, Apr 17","Boston, MA","179 Amory St, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/haitian-cooking-class-with-breez-gourmet-fried-red-snapper-tickets-1985967771064
ADULT NIGHT - APRIL 2026,"Fri, Apr 17","Pittsburgh, PA","Kolor-N-Kiln, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/adult-night-april-2026-tickets-1985521277590
Line Dancing with Ann!,"Fri, Apr 17","Pittsburgh, PA","Emphico, Coraopolis",Other,Eventbrite,https://www.eventbrite.com/e/line-dancing-with-ann-tickets-1985957324819
McCormick & Schmick's + Caymus Vineyards Wine Dinner - Pittsburgh,"Fri, Apr 17","Pittsburgh, PA","McCormick & Schmick's Seafood & Steaks, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/mccormick-schmicks-caymus-vineyards-wine-dinner-pittsburgh-tickets-1978461539724
Project Dance New York City 2026,"Fri, Apr 17","New York City, NY","TIMES SQUARE PLAZA, New York",Other,Eventbrite,https://www.eventbrite.com/e/project-dance-new-york-city-2026-tickets-1753523519049
EconLOL: An Economics-Themed Comedy Show,"Fri, Apr 17","New York City, NY","Caveat, New York",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/econlol-an-economics-themed-comedy-show-tickets-1980880819856
Mind of a Serial Killer: The Experience in New York,"Fri, Apr 17 · 10:00 AM","New York City, NY","526 6th Avenue, New York",Other,Fever,https://feverup.com/m/587584
Dining in the Dark: A Unique Blindfolded Dining Experience at Rivers Club Pittsburgh,"Fri, Apr 17 · 7:00 PM","Pittsburgh, PA","Rivers Club, Pittsburgh",Food & Drink,Fever,https://feverup.com/m/310191
Longturn presents: Weska,"Fri, Apr 17 · 9:00 PM","Pittsburgh, PA","SideQuest on 44th, Pittsburgh",Other,Resident Advisor,https://ra.co/events/2408676
"GOOD MUSIC FRIDAYS W/ MATT MORRO, Jacky Bruno, & B-NICE","Fri, Apr 17 · 10:00 PM","Jersey City, NJ","Porta, New Jersey",Outdoor & Fitness,Resident Advisor,https://ra.co/events/2399605
Siesta Fiesta,"Fri, Apr 17 · 10:00 PM","Pittsburgh, PA","Spirit, Pittsburgh",Other,Resident Advisor,https://ra.co/events/2395685
CARLOS,"Sat, Apr 18","Boston, MA","Royale, Boston",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/carlos-tickets-1967265750818
Stitch Easter Egg Hunt-Skate Event,"Sat, Apr 18","Newark, NJ","7th Ave at Clifton Ave, Newark, NJ, United States, New Jersey 07104, Newark",Other,Allevents,https://allevents.in/newark/stitch-easter-egg-hunt-skate-event/200029735073749
Asim Azhar,"Sat, Apr 18","Cambridge, MA","Middle East - Downstairs, Cambridge",Other,Allevents,https://allevents.in/cambridge/asim-azhar/2300029332565801
Taylor Swift Eras Drag Brunch - Cambridge,"Sat, Apr 18","Cambridge, MA","Summer Shack (Cambridge, MA), Cambridge",Outdoor & Fitness,Allevents,https://allevents.in/cambridge/taylor-swift-eras-drag-brunch-cambridge/200029844326717
Andrew McCarthy: Who Needs Friends?,"Sat, Apr 18","Hoboken, NJ","Little City Books, Hoboken",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/andrew-mccarthy-who-needs-friends-tickets-1983087751849
"I LOVE R&B PARTY - Boston, MA","Sat, Apr 18","Cambridge, MA","The Middle East, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/i-love-rb-party-boston-ma-tickets-1982314203144
Solemate Run Club: Seaport,"Sat, Apr 18","Boston, MA","Beyond Yoga, Boston",Wellness,Eventbrite,https://www.eventbrite.com/e/solemate-run-club-seaport-tickets-1985765247310
Cow Cookie Cake Workshop,"Sat, Apr 18","Pittsburgh, PA","460 Ridge Road, McDonald, PA, USA, McDonald",Other,Eventbrite,https://www.eventbrite.com/e/cow-cookie-cake-workshop-tickets-1985999974385
Stretch & Sip Yoga Class and Brunch,"Sat, Apr 18","Pittsburgh, PA","The Hilltop Catering & Events Center, Gibsonia",Wellness,Eventbrite,https://www.eventbrite.com/e/stretch-sip-yoga-class-and-brunch-tickets-1985740132190
Spring Equinox Yoga: Weekly Hatha & Vinyasa Classes,"Sat, Apr 18","Cambridge, MA","The Foundry (Room: The Dance Studio - 2nd Floor), Cambridge",Wellness,Eventbrite,https://www.eventbrite.com/e/spring-equinox-yoga-weekly-hatha-vinyasa-classes-tickets-1983513559451
Candle Making Workshop,"Sat, Apr 18","New York City, NY","The Glow Lab, Brooklyn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/candle-making-workshop-tickets-1985403569522
In-Person Class: Shaken Up: Mixology Basics (NYC),"Sat, Apr 18","New York City, NY","EVEN Hotel New York - Times Square South by IHG, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/in-person-class-shaken-up-mixology-basics-nyc-tickets-1985117665375
Springtime Family Baking Class - Ages 2-6,"Sat, Apr 18","New York City, NY","The Greats of Craft - LIC Warehouse, Queens",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/springtime-family-baking-class-ages-2-6-tickets-1985373718236
Mommy and me: Kids No-bake + Pilates for moms,"Sat, Apr 18","Hoboken, NJ","Son Cubano Modern-Cuban Cuisine, West New York",Wellness,Eventbrite,https://www.eventbrite.com/e/mommy-and-me-kids-no-bake-pilates-for-moms-tickets-1985689569957
Foodies + New Friends: NYC | Painters + Drawers Edition,"Sat, Apr 18","New York City, NY","Restaurant of the Week, New York",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/foodies-new-friends-nyc-painters-drawers-edition-tickets-1976779741420
Medieval Magick Faire,"Sat, Apr 18 · 12:00 PM","Pittsburgh, PA","1 Racquet Ln, Monroeville",Music & Entertainment,Yelp Events,https://www.yelp.com/events/monroeville-medieval-magick-faire
CLOACA,"Sat, Apr 18 · 10:00 PM","Pittsburgh, PA","TBA - emailed to ticket holders day of, Pittsburgh",Other,Resident Advisor,https://ra.co/events/2373729
The Grown Folks Bunny Games &amp; Egg Hunt,"Sun, Apr 19","Pittsburgh, PA","Homewood-Brushton Branch YMCA, Pittsburgh",Other,Allevents,https://allevents.in/pittsburgh/the-grown-folks-bunny-games-and-egg-hunt/100001986224417701
The Social Market Place,"Sun, Apr 19","Boston, MA","41 Lebanon St, Malden",Food & Drink,Eventbrite,https://www.eventbrite.com/e/the-social-market-place-tickets-1984238347311
Yoga Budz Extra Special,"Sun, Apr 19","Pittsburgh, PA","Steel Goat Marketplace, Pittsburgh",Wellness,Eventbrite,https://www.eventbrite.com/e/yoga-budz-extra-special-tickets-1983318612359
420 Paint Night @ Castle Island South Boston,"Sun, Apr 19","Boston, MA","Castle Island Brewing - South Boston, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/420-paint-night-castle-island-south-boston-tickets-1984155559691
Yoga Wid Panda : R&B Yoga Pop Up,"Sun, Apr 19","Boston, MA","Codman Square Chiropractic and Rehabilitation, Boston",Wellness,Eventbrite,https://www.eventbrite.com/e/yoga-wid-panda-rb-yoga-pop-up-tickets-1986029526777
Professional Robotics League (ProRL) Combine,"Sun, Apr 19 · 3:00 PM","Boston, MA","88 Seaport Blvd, Boston, MA 02210",Other,Luma · Professional Robotics Lea,https://lu.ma/pro-rlcombine
Newark Career Fair,"Mon, Apr 20","Newark, NJ","Hilton, Newark",Other,Eventbrite,https://www.eventbrite.com/e/newark-career-fair-tickets-833923195727
Spring Candle Making,"Mon, Apr 20","Pittsburgh, PA","Tavern Pizza, Bellevue",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/spring-candle-making-tickets-1983717162433
Pork Tenderloin & Perfect Pairings with Chef Greg Nemchick & Jill Kummer,"Mon, Apr 20","Pittsburgh, PA","The Kitchen by Vangura, North Huntingdon",Food & Drink,Eventbrite,https://www.eventbrite.com/e/pork-tenderloin-perfect-pairings-with-chef-greg-nemchick-jill-kummer-tickets-1976990668308
Bud & Brushes Puff & Paint Night,"Mon, Apr 20","Jersey City, NJ","The Drip Paint & Sip Studio, Monticello Avenue, Jersey City, NJ, USA, Jersey City",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/bud-brushes-puff-paint-night-tickets-1984086813068
Freedy Johnston's Tues. Night Live w/Jon & Deena,"Tue, Apr 21","Hoboken, NJ","Hoboken American Legion Post 107, Hoboken",Other,Eventbrite,https://www.eventbrite.com/e/freedy-johnstons-tues-night-live-wjon-deena-tickets-1983835399082
Books & Brews Trivia Night: A Camp Foreword Mixer,"Tue, Apr 21","Pittsburgh, PA","Acclamation Brewing, Verona",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/books-brews-trivia-night-a-camp-foreword-mixer-tickets-1985679998328
Hospitality and Business Networking | Elevating Your Potential - Hoboken,"Wed, Apr 22","Hoboken, NJ","The Shepherd & the Knucklehead of Hoboken, Hoboken",Social,Eventbrite,https://www.eventbrite.com/e/hospitality-and-business-networking-elevating-your-potential-hoboken-tickets-1984296349798
Painting With Purpose: DRAFT WEEK PAINT NIGHT,"Wed, Apr 22","Pittsburgh, PA","3206 Maryland Ave, North Versailles Township",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/painting-with-purpose-draft-week-paint-night-tickets-1985285117228
BOOK CLUB: Reading Up (Monthly Meeting),"Wed, Apr 22","Pittsburgh, PA","31 E Main St, Carnegie",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/book-club-reading-up-monthly-meeting-tickets-1985216349542
Woodworking 101 with David Bielewicz,"Wed, Apr 22","Pittsburgh, PA","Contemporary Craft - Timmons Studios, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/woodworking-101-with-david-bielewicz-registration-1980561639178
Family-Friendly Earth Day Festival at Boston Public Market,"Wed, Apr 22","Boston, MA","Boston Public Market, Boston",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/family-friendly-earth-day-festival-at-boston-public-market-tickets-1986244553929
The Empire Strips Back: A Burlesque Parody,"Wed, Apr 22 · 7:30 PM","Boston, MA","The Main Stage at Huntington Theatre, Boston",Culture & Learning,Fever,https://feverup.com/m/577707
Hasan Minhaj and Ronny Chieng at New Jersey Performing Arts Center - Prudential Hall,"Thu, Apr 23","Newark, NJ","New Jersey Performing Arts Center - Prudential Hall, Newark",Other,Allevents,https://allevents.in/newark/hasan-minhaj-and-ronny-chieng-at-new-jersey-performing-arts-center-prudential-hall/2400029767381544
Third Annual Hoboken Real Estate Uncorked Wine Tasting: Spring Edition!,"Thu, Apr 23","Hoboken, NJ","Choc O Pain French Bakery and Café - Tea Building, Hoboken",Food & Drink,Eventbrite,https://www.eventbrite.com/e/third-annual-hoboken-real-estate-uncorked-wine-tasting-spring-edition-tickets-1986028501711
NYSCC Sustainability Symposium 2026,"Thu, Apr 23","Jersey City, NJ","Liberty House Wedding & Event Venue, Jersey City",Other,Eventbrite,https://www.eventbrite.com/e/nyscc-sustainability-symposium-2026-tickets-1981321090718
Getting ready for the Derby with Makers Mark,"Thu, Apr 23","Boston, MA","9 Via Toscana, Salem",Food & Drink,Eventbrite,https://www.eventbrite.com/e/getting-ready-for-the-derby-with-makers-mark-tickets-1984973884322
Table 27: Weymouth | Dinner with New Friends,"Thu, Apr 23","Cambridge, MA","Restaurant of the Week, Weymouth",Food & Drink,Eventbrite,https://www.eventbrite.com/e/table-27-weymouth-dinner-with-new-friends-tickets-1910376931829
Dinner with Christians: Cambridge,"Thu, Apr 23","Cambridge, MA","Restaurant of the Day, Cambridge",Food & Drink,Eventbrite,https://www.eventbrite.com/e/dinner-with-christians-cambridge-tickets-1985249580938
Herbal Inspired Simple Syrups,"Thu, Apr 23","Pittsburgh, PA","Garden Dreams Urban Farm & Nursery, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/herbal-inspired-simple-syrups-tickets-1977735776948
Mitchell's Fish Market + Prisoner Wine Dinner,"Thu, Apr 23","Pittsburgh, PA","Mitchell's Fish Market, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/mitchells-fish-market-prisoner-wine-dinner-tickets-1978444225938
The Art & Color Of Wine @ The Diana Stelin Gallery,"Thu, Apr 23","Boston, MA","Diana Stelin Gallery, Brookline",Food & Drink,Eventbrite,https://www.eventbrite.com/e/the-art-color-of-wine-the-diana-stelin-gallery-tickets-1982588829559
Wine Dinner Experience with Celebrity Chef David Burke,"Thu, Apr 23","Hoboken, NJ","The Red Salt Room by David Burke at The Garden City Hotel, Garden City",Food & Drink,Eventbrite,https://www.eventbrite.com/e/wine-dinner-experience-with-celebrity-chef-david-burke-tickets-1985287869460
Cheese Tasting 101 - Taste of the Caves!,"Thu, Apr 23","New York City, NY","Murray's Cheese Shop, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/cheese-tasting-101-taste-of-the-caves-tickets-1979781237977
Wine Dinner: Abruzzo,"Thu, Apr 23","New York City, NY","Eataly NYC Flatiron, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/wine-dinner-abruzzo-tickets-1985393117259
ON MY BULLS#IT 2026,"Fri, Apr 24","Boston, MA","Sorrel and Lime, Boston",Other,Eventbrite,https://www.eventbrite.com/e/on-my-bullsit-2026-tickets-1984134836708
Sports in Cambridge,"Fri, Apr 24","Cambridge, MA","The Middle East Restaurant and Nightclub, Cambridge",Food & Drink,Allevents,https://allevents.in/cambridge/sports-in-cambridge/3300029311565138
Brave the Caves: Cheese Cave Tour - $75,"Fri, Apr 24","Cambridge, MA","Formaggio Kitchen - Cambridge, Cambridge",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/brave-the-caves-cheese-cave-tour-75-tickets-1626882903559
Iron Horse Party 2026,"Fri, Apr 24","New York City, NY","Tribeca Rooftop + 360°, New York",Other,Eventbrite,https://www.eventbrite.com/e/iron-horse-party-2026-tickets-1982848138158
Chipped Ham Comedy presents Gwen Sunkel & More!,"Fri, Apr 24","Pittsburgh, PA","Helltown Brewing - Strip District, Pittsburgh",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/chipped-ham-comedy-presents-gwen-sunkel-more-tickets-1982705237739
Beginner Sourdough Workshop at Feathers,"Fri, Apr 24","Pittsburgh, PA","Feathers Gift Shop, Irwin",Other,Eventbrite,https://www.eventbrite.com/e/beginner-sourdough-workshop-at-feathers-tickets-1985915694301
Candlelight: Tribute to Queen and The Beatles,"Fri, Apr 24 · 8:30 PM","Boston, MA","The Sanctuary -  Old South Church in Boston, Boston",Arts & Crafts,Fever,https://feverup.com/m/369085
